time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-09-13T07:42:14.760Z,33.5106667,-116.4896667,16.346,0.61,ml,23,72,0.05493,0.16,ci,ci37241855,2015-09-13T07:45:51.483Z,"18km ESE of Anza, California",earthquake
2015-09-13T07:40:40.100Z,25.1416,-109.2613,10,4.9,mb,,167,3.697,0.84,us,us20003j4l,2015-09-13T21:57:11.000Z,"55km SSW of Topolobampo, Mexico",earthquake
2015-09-13T07:39:27.930Z,37.3738,-117.09,7.9761,-0.05,ml,8,206.07,0.373,0.0892,nn,nn00510478,2015-09-13T21:48:28.380Z,"39km SSE of Goldfield, Nevada",earthquake
2015-09-13T07:30:04.340Z,38.7981682,-122.7643356,1.84,0.53,md,9,95,0.01909,0.02,nc,nc72524706,2015-09-13T07:31:40.500Z,"2km NNW of The Geysers, California",earthquake
2015-09-13T07:27:06.000Z,64.6931,-146.6763,6.4,0.8,ml,,,,0.49,ak,ak11700660,2015-09-13T07:47:26.435Z,"18km E of Eielson Air Force Base, Alaska",earthquake
2015-09-13T07:25:50.000Z,63.091,-149.8395,77.2,1.3,ml,,,,0.93,ak,ak11700659,2015-09-13T07:37:51.321Z,"55km SW of Cantwell, Alaska",earthquake
2015-09-13T07:25:17.760Z,38.824501,-122.7799988,1.98,1.05,md,15,83,0.009879,0.04,nc,nc72524701,2015-09-13T07:26:50.480Z,"4km W of Cobb, California",earthquake
2015-09-13T07:23:48.830Z,38.7886658,-122.7434998,2.47,0.95,md,13,78,0.007578,0.02,nc,nc72524696,2015-09-13T07:25:25.440Z,"1km NE of The Geysers, California",earthquake
2015-09-13T07:22:46.000Z,64.7004,-149.2463,18.1,0.7,ml,,,,0.53,ak,ak11700657,2015-09-13T07:37:50.615Z,"14km NNW of North Nenana, Alaska",earthquake
2015-09-13T07:19:06.610Z,46.199,-122.1778333,3.257,1.61,md,9,142,0.00895,0.09,uw,uw61064872,2015-09-13T10:01:12.870Z,"38km NNE of Amboy, Washington",earthquake
2015-09-13T07:13:20.000Z,63.4229,-151.2305,6.5,3,ml,,,,0.99,ak,ak11700645,2015-09-14T04:53:40.367Z,"113km W of Cantwell, Alaska",earthquake
2015-09-13T07:05:13.100Z,-33.4267,-178.5629,10,4.8,mb,,74,4.852,0.93,us,us20003j4j,2015-09-13T15:07:48.672Z,"223km S of L'Esperance Rock, New Zealand",earthquake
2015-09-13T07:03:36.000Z,61.0396,-152.2035,100.1,1.8,ml,,,,0.63,ak,ak11700643,2015-09-13T07:18:26.644Z,"63km NW of Nikiski, Alaska",earthquake
2015-09-13T07:03:30.280Z,38.8411674,-122.80233,2.09,0.18,md,7,135,0.009757,0.01,nc,nc72524691,2015-09-13T07:05:05.270Z,"7km WNW of Cobb, California",earthquake
2015-09-13T06:58:59.038Z,39.4007,-119.5576,5.8416,0.83,ml,14,110.39,0.127,0.1224,nn,nn00510412,2015-09-13T16:43:56.976Z,"12km NE of Virginia City, Nevada",earthquake
2015-09-13T06:55:50.100Z,18.0538,-68.4452,98,3.5,Md,11,273.6,0.46173406,0.5,pr,pr15256001,2015-09-13T14:58:32.818Z,"39km SSE of Boca de Yuma, Dominican Republic",earthquake
2015-09-13T06:49:14.376Z,38.6521,-118.7956,11.5806,0.98,ml,9,154.86,0.215,0.1341,nn,nn00510477,2015-09-13T21:36:00.028Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-13T06:43:37.858Z,41.9041,-119.6153,7.6618,2.15,ml,5,102.1,0.141,0.1277,nn,nn00510411,2015-09-13T14:36:13.453Z,"68km ESE of Lakeview, Oregon",earthquake
2015-09-13T06:34:51.225Z,39.6575,-119.888,6.2068,0.6,ml,14,72.46,0.076,0.0923,nn,nn00510410,2015-09-13T16:34:31.117Z,"4km WNW of Lemmon Valley, Nevada",earthquake
2015-09-13T06:19:32.000Z,63.0663,-151.5335,0,1.6,ml,,,,0.54,ak,ak11700598,2015-09-13T06:35:25.063Z,"110km NW of Talkeetna, Alaska",earthquake
2015-09-13T06:03:47.100Z,33.6071667,-116.8141667,9.548,0.28,ml,21,86,0.03614,0.11,ci,ci37241839,2015-09-13T06:07:47.667Z,"14km WNW of Anza, California",earthquake
2015-09-13T05:58:19.000Z,63.8596,-148.7509,13.6,0.9,ml,,,,0.23,ak,ak11700595,2015-09-13T06:11:32.120Z,"10km E of Healy, Alaska",earthquake
2015-09-13T05:48:59.000Z,61.921,-149.2429,5.9,1.3,ml,,,,0.68,ak,ak11700591,2015-09-13T06:11:31.457Z,"19km N of Fishhook, Alaska",earthquake
2015-09-13T05:46:51.763Z,38.6528,-118.7966,11.4435,0.87,ml,8,154.89,0.216,0.1429,nn,nn00510409,2015-09-13T16:28:03.292Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-13T05:41:17.000Z,61.6893,-141.858,7,1.6,ml,,,,0.77,ak,ak11700587,2015-09-13T05:52:01.055Z,"138km E of Chitina, Alaska",earthquake
2015-09-13T05:24:20.000Z,62.2977,-149.5724,26,1.6,ml,,,,0.69,ak,ak11700581,2015-09-13T05:41:59.906Z,"20km NE of Y, Alaska",earthquake
2015-09-13T05:20:26.260Z,36.7085,-89.5083333,10.46,1.94,md,27,59,0.03014,0.07,nm,nm60089607,2015-09-13T13:28:18.920Z,"13km SW of East Prairie, Missouri",earthquake
2015-09-13T05:13:49.000Z,63.1081,-151.4987,19.7,2.4,ml,,,,0.78,ak,ak11700576,2015-09-13T21:58:40.713Z,"112km NW of Talkeetna, Alaska",earthquake
2015-09-13T05:10:27.051Z,37.0106,-116.0293,4.8077,-0.2,ml,15,105.88,0.023,0.1655,nn,nn00510408,2015-09-13T16:18:44.788Z,"65km E of Beatty, Nevada",earthquake
2015-09-13T04:58:04.000Z,63.2464,-151.0788,0.1,1.5,ml,,,,0.96,ak,ak11700573,2015-09-13T05:12:33.198Z,"107km W of Cantwell, Alaska",earthquake
2015-09-13T04:58:03.794Z,37.1505,-118.4377,15.1833,1.06,mb,8,193.46,0.192,0.1061,nn,nn00510407,2015-09-13T15:56:53.376Z,"13km W of Big Pine, California",earthquake
2015-09-13T04:49:40.520Z,38.8426666,-122.8271637,2.6,0.76,md,9,177,0.00767,0.03,nc,nc72524671,2015-09-13T04:51:15.440Z,"9km WNW of Cobb, California",earthquake
2015-09-13T04:46:08.300Z,19.6058,-65.929,85,3.9,Md,21,230.4,1.2576414,0.5,pr,pr15256000,2015-09-13T12:48:39.027Z,"127km N of San Juan, Puerto Rico",earthquake
2015-09-13T04:24:33.693Z,38.2806,-118.4713,9.8591,0.12,ml,6,131.52,0.04,0.0501,nn,nn00510403,2015-09-13T04:40:00.994Z,"30km SSE of Hawthorne, Nevada",earthquake
2015-09-13T04:14:20.000Z,52.5032,-173.693,194.6,2.5,ml,,,,0.25,ak,ak11700540,2015-09-13T12:17:50.445Z,"48km NE of Atka, Alaska",earthquake
2015-09-13T04:08:46.870Z,47.5138333,-122.9708333,15.876,0.09,md,4,263,0.1109,0.01,uw,uw61064862,2015-09-13T05:15:05.390Z,"12km WNW of Belfair, Washington",earthquake
2015-09-13T03:59:01.140Z,38.2794,-118.4701,10.1229,0.18,ml,4,180.56,0.039,0.022,nn,nn00510401,2015-09-13T04:36:50.706Z,"30km SSE of Hawthorne, Nevada",earthquake
2015-09-13T03:58:43.000Z,63.2614,-150.3346,116,1.8,ml,,,,0.69,ak,ak11700537,2015-09-13T04:17:37.075Z,"70km W of Cantwell, Alaska",earthquake
2015-09-13T03:54:07.200Z,38.2962,-118.4678,7.4791,1.03,ml,5,152.26,0.054,0.0659,nn,nn00510400,2015-09-13T15:44:35.631Z,"28km SSE of Hawthorne, Nevada",earthquake
2015-09-13T03:52:55.710Z,38.8218346,-122.7656631,2.27,0.75,md,9,94,0.009241,0.02,nc,nc72524646,2015-09-13T03:54:31.010Z,"3km W of Cobb, California",earthquake
2015-09-13T03:52:21.799Z,38.2886,-118.4755,9.1854,2.28,ml,17,46.04,0.044,0.1305,nn,nn00510388,2015-09-13T04:52:21.696Z,"29km SSE of Hawthorne, Nevada",earthquake
2015-09-13T03:34:23.680Z,35.6102,-97.4508,5.37,2.3,mb_lg,,70,0.036,0.44,us,us20003j7m,2015-09-13T22:47:59.704Z,"5km SSE of Edmond, Oklahoma",earthquake
2015-09-13T03:24:33.900Z,33.3228333,-116.246,12.394,0.49,ml,14,180,0.13,0.19,ci,ci37241831,2015-09-13T03:28:22.140Z,"14km ENE of Borrego Springs, California",earthquake
2015-09-13T03:22:28.000Z,61.5897,-151.5869,73.7,1.3,ml,,,,0.29,ak,ak11700531,2015-09-13T03:31:39.161Z,"83km WSW of Willow, Alaska",earthquake
2015-09-13T03:02:34.300Z,38.845665,-122.8301697,2.62,0.67,md,9,73,0.008196,0.04,nc,nc72524636,2015-09-13T03:04:10.600Z,"9km WNW of Cobb, California",earthquake
2015-09-13T02:57:27.980Z,37.1443,28.9664,5,4.7,mb,,49,0.852,1.03,us,us20003j43,2015-09-13T11:00:10.468Z,"32km SSW of Konak, Turkey",earthquake
2015-09-13T02:55:47.340Z,-29.3718,-177.5179,44.84,5.2,mb,,74,0.38,1.06,us,us20003j44,2015-09-13T10:58:23.864Z,"38km ESE of Raoul Island, New Zealand",earthquake
2015-09-13T02:51:48.712Z,37.5173,-118.6948,7.0105,0.5,ml,7,92.33,0.038,0.1046,nn,nn00510379,2015-09-13T15:41:22.936Z,"27km NW of West Bishop, California",earthquake
2015-09-13T02:43:09.391Z,38.6526,-118.802,8.788,1,ml,9,138.22,0.22,0.149,nn,nn00510451,2015-09-13T19:21:14.573Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-13T01:54:53.210Z,33.6355,-116.6553333,1.096,0.47,ml,14,116,0.06194,0.32,ci,ci37241823,2015-09-13T01:58:51.827Z,"9km N of Anza, California",earthquake
2015-09-13T01:48:48.242Z,37.0125,-116.0297,8.9888,-0.17,ml,9,105.61,0.021,0.1242,nn,nn00510374,2015-09-13T03:44:09.054Z,"65km E of Beatty, Nevada",earthquake
2015-09-13T01:38:59.260Z,37.9262,-77.988,5.3,2.2,ml,,68,0.094,0.52,us,us20003j7i,2015-09-14T03:16:52.948Z,"11km S of Louisa, Virginia",earthquake
2015-09-13T01:38:19.440Z,44.8741667,-111.4928333,12.94,0.88,ml,10,102,0.062,0.07,mb,mb80097684,2015-09-13T14:55:22.760Z,"38km NW of West Yellowstone, Montana",earthquake
2015-09-13T01:32:14.000Z,63.127,-149.3599,90.1,2.3,ml,,,,0.61,ak,ak11700474,2015-09-13T21:59:11.965Z,"35km SW of Cantwell, Alaska",earthquake
2015-09-13T01:22:33.790Z,36.0111656,-120.9455032,10.7,2.63,md,60,50,0.04756,0.09,nc,nc72524616,2015-09-13T09:25:00.346Z,"27km SE of King City, California",earthquake
2015-09-13T01:13:12.470Z,0.133,123.4091,122.67,5.8,mb,,26,6.283,1.02,us,us20003j3s,2015-09-13T21:57:10.000Z,"35km SE of Bilungala, Indonesia",earthquake
2015-09-13T01:04:35.000Z,43.5584,11.2532,3.96,4.2,mb,,101,0.817,1.35,us,us20003j3q,2015-09-13T14:26:21.326Z,"5km WSW of Greve, Italy",earthquake
2015-09-13T00:58:33.940Z,52.3962,-169.5809,46.03,4.1,mb,,177,0.726,1.1,us,us20003j3p,2015-09-13T09:01:10.737Z,"77km SW of Nikolski, Alaska",earthquake
2015-09-13T00:45:17.230Z,47.573,-70.403,12.33,3.1,mb_lg,,206,0.057,0.59,us,us20003j4c,2015-09-13T11:25:49.871Z,"16km NNE of Baie-Saint-Paul, Canada",earthquake
2015-09-13T00:40:26.480Z,-54.6802,-118.8843,10,4.9,mb,,52,28.492,0.8,us,us20003j3t,2015-09-13T08:43:05.129Z,"Southern East Pacific Rise",earthquake
2015-09-13T00:37:11.923Z,37.0087,-116.0294,4.8903,-0.27,ml,11,105.69,0.024,0.1229,nn,nn00510368,2015-09-13T15:22:59.176Z,"65km E of Beatty, Nevada",earthquake
2015-09-13T00:18:00.950Z,47.5256667,-121.8123333,20.254,1.23,ml,10,94,0.1005,0.19,uw,uw61064807,2015-09-13T01:15:00.100Z,"1km ESE of Snoqualmie, Washington",earthquake
2015-09-13T00:11:01.000Z,62.5255,-149.5537,45.7,1.6,ml,,,,0.88,ak,ak11700451,2015-09-13T00:25:24.780Z,"36km NE of Talkeetna, Alaska",earthquake
2015-09-13T00:07:20.869Z,37.4676,-118.4167,6.5013,0.89,mb,5,200.73,0.139,0.1495,nn,nn00510432,2015-09-13T15:10:35.034Z,"9km N of Dixon Lane-Meadow Creek, California",earthquake
2015-09-12T23:59:01.000Z,63.0936,-150.4045,110.6,2.2,ml,,,,0.34,ak,ak11700445,2015-09-13T22:03:34.229Z,"80km WSW of Cantwell, Alaska",earthquake
2015-09-12T23:49:08.100Z,17.8318,-67.1399,8,1.3,Md,3,334.8,0.16349338,0.36,pr,pr15255013,2015-09-13T04:33:58.197Z,"16km SSE of Pole Ojea, Puerto Rico",earthquake
2015-09-12T23:43:56.000Z,61.4977,-146.8105,19.1,1.4,ml,,,,0.29,ak,ak11700438,2015-09-12T23:52:56.141Z,"47km NNW of Valdez, Alaska",earthquake
2015-09-12T23:39:59.917Z,39.5199,-120.6034,13.5691,0.28,ml,8,199.48,0.118,0.1816,nn,nn00510378,2015-09-13T02:30:27.691Z,"19km ESE of Downieville, California",earthquake
2015-09-12T23:39:16.940Z,-0.7382,122.1541,10,4.9,mb,,101,4.878,0.85,us,us20003j3e,2015-09-13T07:42:00.484Z,"74km WNW of Luwuk, Indonesia",earthquake
2015-09-12T23:24:51.100Z,18.2315,-66.7255,143,3.2,Md,19,79.2,0.02245788,0.33,pr,pr15255012,2015-09-13T07:27:24.727Z,"4km SW of Utuado, Puerto Rico",earthquake
2015-09-12T23:16:15.810Z,38.7980003,-122.7788315,0.04,0.75,md,7,121,0.008579,0.08,nc,nc72524576,2015-09-12T23:17:49.120Z,"3km NW of The Geysers, California",earthquake
2015-09-12T23:15:06.881Z,36.7704,-116.2471,4.3271,0.17,ml,12,183.97,0.051,0.1234,nn,nn00510343,2015-09-12T23:29:22.088Z,"48km ESE of Beatty, Nevada",earthquake
2015-09-12T23:09:51.260Z,33.9818333,-116.4061667,2.814,1.05,ml,34,64,0.04111,0.22,ci,ci37241791,2015-09-13T02:12:48.241Z,"9km ENE of Desert Hot Springs, California",earthquake
2015-09-12T23:06:46.000Z,64.9591,-147.3392,7.5,1.7,ml,,,,0.19,ak,ak11700308,2015-09-12T23:21:10.034Z,"19km NNE of Badger, Alaska",earthquake
2015-09-12T22:52:21.950Z,47.5286667,-121.7785,21.342,0.35,md,6,153,0.07261,0.08,uw,uw61064772,2015-09-12T23:07:15.160Z,"3km E of Snoqualmie, Washington",earthquake
2015-09-12T22:50:33.420Z,-8.2091,123.0671,173.68,4.5,mb,,86,4.573,0.71,us,us20003j39,2015-09-13T06:53:19.675Z,"48km NE of Palue, Indonesia",earthquake
2015-09-12T22:49:54.810Z,2.5113,-31.1334,10,4.6,mb,,86,9.554,0.68,us,us20003j3d,2015-09-13T06:52:30.863Z,"Central Mid-Atlantic Ridge",earthquake
2015-09-12T22:48:24.070Z,32.8376667,-115.6186667,13.576,1.24,ml,10,120,0.08017,0.21,ci,ci37241783,2015-09-12T22:52:16.815Z,"5km WSW of Imperial, California",earthquake
2015-09-12T22:43:27.870Z,38.8393326,-122.803833,2.37,1.03,md,13,72,0.01636,0.02,nc,nc72524571,2015-09-12T22:45:04.910Z,"7km WNW of Cobb, California",earthquake
2015-09-12T22:28:44.479Z,39.6593,-119.8876,5.9336,0.34,ml,6,72.72,0.077,0.0694,nn,nn00510348,2015-09-12T23:26:09.153Z,"4km NW of Lemmon Valley, Nevada",earthquake
2015-09-12T22:22:12.110Z,47.5186667,-121.6965,19.181,3.99,ml,34,192,0.105,0.28,uw,uw61064752,2015-09-14T06:41:06.016Z,"6km NE of Tanner, Washington",earthquake
2015-09-12T22:16:10.280Z,-6.1254,147.3377,46.05,5.5,mb,,20,4.055,0.7,us,us20003j36,2015-09-13T06:18:48.879Z,"76km NNE of Lae, Papua New Guinea",earthquake
2015-09-12T22:13:48.890Z,39.6544,-119.8898,6.8512,0.22,ml,5,90.85,0.073,0.0418,nn,nn00510347,2015-09-12T23:23:03.000Z,"4km WNW of Lemmon Valley, Nevada",earthquake
2015-09-12T22:07:00.256Z,39.6426,-119.8919,8.8822,-0.17,ml,5,70.3,0.064,0.0332,nn,nn00510470,2015-09-13T21:11:22.144Z,"4km W of Lemmon Valley, Nevada",earthquake
2015-09-12T22:05:33.680Z,36.0273333,-117.8041667,1.1,0.81,ml,14,57,0.03161,0.24,ci,ci37241775,2015-09-12T22:09:16.319Z,"13km E of Coso Junction, California",earthquake
2015-09-12T21:49:37.961Z,39.6539,-119.8906,7.6434,0.07,ml,5,91.28,0.072,0.0432,nn,nn00510346,2015-09-12T23:23:02.408Z,"4km WNW of Lemmon Valley, Nevada",earthquake
2015-09-12T21:37:32.714Z,39.6576,-119.8891,6.3759,0.25,ml,6,72.33,0.075,0.0542,nn,nn00510345,2015-09-12T23:19:55.192Z,"4km WNW of Lemmon Valley, Nevada",earthquake
2015-09-12T21:35:51.649Z,39.6614,-119.888,4.4738,0.74,ml,7,73.28,0.078,0.1085,nn,nn00510334,2015-09-12T22:33:32.500Z,"4km NW of Lemmon Valley, Nevada",earthquake
2015-09-12T21:27:50.000Z,63.0471,-151.5371,4.3,1.9,ml,,,,0.79,ak,ak11700172,2015-09-12T21:42:22.957Z,"108km NW of Talkeetna, Alaska",earthquake
2015-09-12T21:25:42.000Z,61.6042,-151.0134,68.8,2.2,ml,,,,0.58,ak,ak11700169,2015-09-13T21:59:23.908Z,"54km WSW of Willow, Alaska",earthquake
2015-09-12T21:20:46.870Z,39.5309,73.8994,35,4.2,mb,,77,1.621,1.23,us,us20003j31,2015-09-13T05:23:27.663Z,"59km ESE of Sary-Tash, Kyrgyzstan",earthquake
2015-09-12T21:07:06.000Z,60.1453,-141.3983,0.1,1.4,ml,,,,0.6,ak,ak11700168,2015-09-12T21:18:10.508Z,"58km E of Cape Yakataga, Alaska",earthquake
2015-09-12T21:02:44.430Z,51.1601,179.2765,38.39,4.3,mb,,203,0.217,0.56,us,us20003j2z,2015-09-13T05:05:19.653Z,"90km SSW of Semisopochnoi Island, Alaska",earthquake
2015-09-12T21:02:13.340Z,36.9686661,-121.6188354,5.39,1.86,md,22,41,0.07329,0.06,nc,nc72524506,2015-09-12T21:03:49.260Z,"6km SW of Gilroy, California",earthquake
2015-09-12T20:49:53.650Z,37.5296669,-121.9434967,0.06,1.93,md,21,90,0.07992,0.27,nc,nc72524501,2015-09-12T20:51:29.240Z,"4km ESE of Fremont, California",earthquake
2015-09-12T20:42:14.827Z,38.0025,-118.1374,7.6294,1.24,ml,12,123.24,0.139,0.1359,nn,nn00510329,2015-09-12T21:07:04.517Z,"71km SE of Hawthorne, Nevada",earthquake
2015-09-12T20:37:00.870Z,38.788166,-122.7785034,0.6,0.88,md,10,104,0.008899,0.07,nc,nc72524486,2015-09-12T20:38:34.250Z,"2km WNW of The Geysers, California",earthquake
2015-09-12T20:36:52.930Z,38.7858315,-122.7815018,1.02,1.31,md,9,114,0.008887,0.03,nc,nc72524481,2015-09-12T20:38:29.120Z,"2km WNW of The Geysers, California",earthquake
2015-09-12T20:33:23.980Z,46.6088333,-121.7308333,1.139,0.72,md,14,73,0.09746,0.18,uw,uw61064692,2015-09-12T20:57:26.520Z,"4km W of Packwood, Washington",earthquake
2015-09-12T20:32:58.710Z,38.8101654,-122.784668,1.07,0.55,md,7,145,0.004385,0.02,nc,nc72524471,2015-09-12T20:34:34.110Z,"4km NW of The Geysers, California",earthquake
2015-09-12T20:32:25.430Z,-32.5165,-177.9225,10,5.7,mb,,96,3.261,1.39,us,us20003j2v,2015-09-13T04:35:06.921Z,"151km SE of L'Esperance Rock, New Zealand",earthquake
2015-09-12T20:10:33.000Z,60.5985,-153.5621,0,1.8,ml,,,,0.43,ak,ak11700045,2015-09-12T20:26:26.811Z,"46km WNW of Redoubt Volcano, Alaska",earthquake
2015-09-12T20:05:26.640Z,36.0446,-117.2297,2.6593,0.61,ml,7,244.41,0.303,0.2019,nn,nn00510323,2015-09-12T21:13:20.366Z,"34km NNE of Searles Valley, California",earthquake
2015-09-12T19:33:19.000Z,51.948,-169.2451,41.3,2.5,ml,,,,0.46,ak,ak11700040,2015-09-13T05:42:41.565Z,"113km SSW of Nikolski, Alaska",earthquake
2015-09-12T19:31:55.476Z,38.0398,-118.9841,13.5276,1.12,ml,11,200.98,0.162,0.1383,nn,nn00510326,2015-09-12T20:27:01.778Z,"32km SE of Bridgeport, California",earthquake
2015-09-12T19:24:16.618Z,39.6717,-119.6902,11.6845,0.55,ml,9,101.22,0.127,0.0718,nn,nn00510342,2015-09-12T23:16:44.480Z,"2km NNE of Spanish Springs, Nevada",earthquake
2015-09-12T19:20:59.890Z,37.9901657,-122.0573349,12.07,1.79,md,21,93,0.04911,0.07,nc,nc72524446,2015-09-12T19:22:37.540Z,"1km ENE of Pacheco, California",earthquake
2015-09-12T19:09:44.210Z,39.6521683,-122.7931671,8.86,1.43,md,10,104,0.05967,0.02,nc,nc72524441,2015-09-12T19:11:17.410Z,"42km ESE of Covelo, California",earthquake
2015-09-12T19:09:05.070Z,38.6903343,-122.6624985,6.28,0.97,md,6,185,0.07695,0.04,nc,nc72524436,2015-09-12T19:10:37.410Z,"8km SSW of Middletown, California",earthquake
2015-09-12T18:59:05.280Z,38.8358345,-122.8098297,2.44,0.95,md,8,131,0.01242,0.01,nc,nc72524426,2015-09-12T19:00:42.390Z,"7km WNW of Cobb, California",earthquake
2015-09-12T18:43:23.080Z,38.8366661,-122.7758331,2.47,0.9,md,13,93,0.005944,0.02,nc,nc72524421,2015-09-12T18:44:57.270Z,"4km WNW of Cobb, California",earthquake
2015-09-12T18:32:21.000Z,63.5838,-147.4242,0,2,ml,,,,0.62,ak,ak11699920,2015-09-13T21:59:18.042Z,"79km ENE of Cantwell, Alaska",earthquake
2015-09-12T18:25:28.260Z,-38.593,-75.1332,17.6,4.8,mb,,144,2.404,0.75,us,us20003j2j,2015-09-13T02:28:02.510Z,"169km SW of Lebu, Chile",earthquake
2015-09-12T18:19:21.600Z,18.5081,-67.4757,17,2,Md,6,273.6,0.12217088,0.12,pr,pr15255011,2015-09-12T19:18:16.297Z,"30km NW of Rincon, Puerto Rico",earthquake
2015-09-12T18:02:48.380Z,33.4796667,-116.5631667,8.941,0.64,ml,24,80,0.0359,0.17,ci,ci37241759,2015-09-12T18:18:33.862Z,"13km SE of Anza, California",earthquake
2015-09-12T17:59:45.836Z,37.0022,-116.0291,7.1662,0.08,ml,19,105.03,0.031,0.18,nn,nn00510307,2015-09-12T23:07:25.713Z,"65km E of Beatty, Nevada",earthquake
2015-09-12T17:54:25.740Z,35.9388351,-120.491333,10.32,1.68,md,24,67,0.01776,0.06,nc,nc72524391,2015-09-12T17:56:01.890Z,"25km SSW of Coalinga, California",earthquake
2015-09-12T17:53:15.140Z,35.9426651,-120.4915009,10.27,2.85,md,75,69,0.01428,0.07,nc,nc72524386,2015-09-12T20:15:54.097Z,"24km SSW of Coalinga, California",earthquake
2015-09-12T17:30:13.653Z,41.8576,-119.6331,10.7471,2.27,ml,8,132.69,0.155,0.2032,nn,nn00510303,2015-09-12T18:51:13.650Z,"71km ESE of Lakeview, Oregon",earthquake
2015-09-12T17:24:14.590Z,33.0046667,-116.4543333,6.561,0.95,ml,32,64,0.1155,0.25,ci,ci37241735,2015-09-12T17:28:07.529Z,"16km ESE of Julian, California",earthquake
2015-09-12T17:21:21.000Z,63.5489,-150.7192,3.6,1.5,ml,,,,0.59,ak,ak11699813,2015-09-12T17:38:23.236Z,"89km WNW of Cantwell, Alaska",earthquake
2015-09-12T17:21:06.890Z,37.5180016,-121.892334,6.1,1.5,md,11,123,0.08297,0.05,nc,nc72524376,2015-09-12T17:22:42.610Z,"9km ESE of Fremont, California",earthquake
2015-09-12T17:19:13.000Z,60.1357,-152.7129,97.2,1.9,ml,,,,0.35,ak,ak11699811,2015-09-12T19:20:58.499Z,"38km S of Redoubt Volcano, Alaska",earthquake
2015-09-12T17:14:49.790Z,38.7173347,-122.3690033,11.94,1.69,md,9,128,0.08735,0.03,nc,nc72524371,2015-09-12T17:16:27.560Z,"17km NNE of Angwin, California",earthquake
2015-09-12T17:07:19.096Z,37.2825,-118.2758,6.4872,0.81,ml,6,151.73,0.08,0.2436,nn,nn00510312,2015-09-12T18:23:21.739Z,"13km SE of Bishop, California",earthquake
2015-09-12T17:05:40.114Z,38.5204,-118.5003,11.1972,0.12,ml,6,161.59,0.109,0.1752,nn,nn00510309,2015-09-12T18:08:00.065Z,"10km E of Hawthorne, Nevada",earthquake
2015-09-12T17:04:13.626Z,41.8869,-119.6253,10.1316,0.95,ml,5,307.25,0.142,0.1436,nn,nn00510297,2015-09-12T17:58:40.906Z,"68km ESE of Lakeview, Oregon",earthquake
2015-09-12T17:00:12.590Z,37.7226667,-87.6506667,8.47,2.35,md,18,48,0.8523,0.3,nm,nm60089567,2015-09-13T13:12:21.460Z,"13km SSW of Henderson, Kentucky",earthquake
2015-09-12T16:54:02.000Z,59.8349,-152.5307,107.4,2.6,ml,,,,0.81,ak,ak11699792,2015-09-13T00:57:18.311Z,"39km W of Anchor Point, Alaska",earthquake
2015-09-12T16:52:46.360Z,38.8106651,-122.7491684,7.01,0.51,md,9,120,0.02476,0.04,nc,nc72524356,2015-09-12T16:54:22.370Z,"2km WSW of Cobb, California",earthquake
2015-09-12T16:45:14.000Z,61.2016,-147.0559,27.7,1.6,ml,10,71.9999942400005,,0.79,ak,ak11699641,2015-09-12T17:11:45.427Z,"38km WNW of Valdez, Alaska",earthquake
2015-09-12T16:42:31.300Z,-25.0612,-176.6429,75.46,5.2,mb,,100,4.322,1.26,us,us20003j1a,2015-09-13T00:45:00.549Z,"South of the Fiji Islands",earthquake
2015-09-12T16:01:56.020Z,36.8661667,-117.6226667,1.102,2.29,ml,18,71,0.243,0.23,ci,ci37241663,2015-09-12T17:05:32.260Z,"51km NE of Lone Pine, California",earthquake
2015-09-12T16:01:24.000Z,64.4222,-146.9852,3.4,0.9,ml,,,,0.18,ak,ak11699536,2015-09-12T16:10:33.818Z,"12km SSW of Salcha, Alaska",earthquake
2015-09-12T15:59:14.606Z,38.6584,-118.7989,8.858,0.45,ml,5,307.48,0.218,0.1292,nn,nn00510319,2015-09-12T18:45:12.200Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-12T15:51:24.870Z,38.8191681,-122.8024979,3.39,0.55,md,9,150,0.007269,0.03,nc,nc72524331,2015-09-12T15:53:00.940Z,"6km W of Cobb, California",earthquake
2015-09-12T15:39:19.600Z,18.8143,-64.628,4,2.9,Md,5,234,0.29195247,0.21,pr,pr15255010,2015-09-12T23:42:03.604Z,"44km N of Road Town, British Virgin Islands",earthquake
2015-09-12T15:26:27.300Z,38.7913322,-122.7505035,3.75,2.14,md,37,43,0.01346,0.04,nc,nc72524316,2015-09-12T23:29:10.848Z,"1km NNE of The Geysers, California",earthquake
2015-09-12T15:07:36.600Z,44.6405,-112.3503333,4.91,2.08,ml,33,51,0.057,0.12,mb,mb80097609,2015-09-13T14:46:55.603Z,"19km E of Lima, Montana",earthquake
2015-09-12T15:05:26.730Z,45.3288333,-121.6725,6.421,0.3,md,10,79,0.01658,0.16,uw,uw61064487,2015-09-12T18:49:06.720Z,"24km E of Mount Hood Village, Oregon",earthquake
2015-09-12T15:01:07.080Z,34.0175,-116.8066667,6.446,1.04,ml,30,58,0.1314,0.22,ci,ci37241655,2015-09-12T15:05:02.144Z,"11km N of Cabazon, California",earthquake
